"name","post_modified","post_date","byline","alt_text","description","place_name"
"6182017SUB007.jpg","04/22/2020","04/22/2020","Greg Mooney/Home Depot","McAllen TX",,"McAllen"
"6182017SUB019.jpg","04/22/2020","04/22/2020","Walmart Inc.","McAllen TX",,"McAllen"
"6182017SUB040.jpg","04/22/2020","04/22/2020","David Norec","McAllen TX",,"McAllen"
"6182017SUB042.jpg","04/22/2020","04/22/2020","Jose Maria Ruiz/DHR Health","McAllen TX",,"McAllen"
"6182017SUB044.jpg","04/22/2020","04/22/2020","Gerardo Garmendia/DHR Health","McAllen TX",,"McAllen"
"6182017SUB045.jpg","04/22/2020","04/22/2020","Kayla Bannwart/DHR Health","McAllen TX",,"McAllen"
"6182017SUB046.jpg","04/22/2020","04/22/2020","Kayla Bannwart/DHR Health","McAllen TX",,"McAllen"
"6182017SUB090.jpg","04/22/2020","04/22/2020","Paul Chouy / UTRGV","McAllen TX",,"McAllen"
"McAllen_TX_20_cover-web.jpg","04/22/2020","04/22/2020",,,,
"VSO-Audience-and-Stage.jpg","04/22/2020","04/22/2020","Valley Symphony Orchestra","McAllen TX",,"McAllen"
"31632063_921195111375289_6271110658314469376_o.jpg","04/22/2020","04/22/2020","McAllen Chamber of Commerce","McAllen TX",,"McAllen"
"29064008_2122409761122499_9220139117258775384_o.jpg","04/22/2020","04/22/2020","McAllen Chamber of Commerce","McAllen TX",,"McAllen"
"Scottsdale.jpg","04/22/2020","04/22/2020","Andrew Pielage for Taliesin West","Taliesin West",,
"Hotel Valley Ho.jpg","04/22/2020","04/22/2020","Hotel Valley Ho",,,
"MidCenturyModernArchitecture.jpg","04/22/2020","04/22/2020","Travel Wisconsin","Taliesin",,
"StockTechnology.jpg","04/22/2020","04/22/2020","iStock/courtneyk","Stock",,
"Albuquerque Midcentury Modern architecture.jpg","04/22/2020","04/22/2020","Brady LaVigne","Dekker House Albuquerque",,
"Spokane Midcentury Modern.jpg","04/22/2020","04/22/2020","Libby Kamrowski",,,
"RRday1_clean-8-1-WEB.jpg","04/22/2020","04/22/2020","City of Muskegon","Downtown Muskegon, Michigan",,"Muskegon"
"106-WEB.jpg","04/22/2020","04/22/2020","City of Muskegon","Farmers market in Muskegon, Michigan",,"Muskegon"
"20160823_sunset03_holterj-WEB.jpg","04/22/2020","04/22/2020","City of Muskegon","Sunset and lighthouse in Muskegon, Michigan",,"Muskegon"
"Laurent House Rockford.jpg","04/23/2020","04/23/2020","Rockford CVB","Rockford IL Laurent House",,
"DaytonaFL20_cover-web.jpg","04/24/2020","04/24/2020",,,,
"ChicagoILHandwash.jpg","04/24/2020","04/24/2020","Mosher, “Basic Steps for Hand Washing""","Chicago IL",,"Chicago"
"DenverCOHealthcareHero.jpg","04/24/2020","04/24/2020","Austin Zucchini-Fowler, “Healthcare Hero”","Denver CO",,"Denver"
"LosAngelesCA6ftApart.jpg","04/24/2020","04/24/2020","Ruben Rojas, “You Can&#39;t Quarantine Love” and “Love Is Standing Six Feet Apart”","Los Angeles CA",,"Los Angeles"
"LosAngelesCAHope1.jpg","04/24/2020","04/24/2020","Corie Mattie, “LA Hope Dealer”","Los Angeles CA",,"Los Angeles"
"LosAngelesHope2.jpg","04/24/2020","04/24/2020","Corie Mattie, “LA Hope Dealer”","Los Angeles CA",,"Los Angeles"
"MiamiFLOurHeroes.jpg","04/24/2020","04/24/2020","Corie Mattie, “LA Hope Dealer”","Miami FL",,"Miami"
"NewOrleansLABandit.jpg","04/24/2020","04/24/2020","Bandit, no title","New Orleans LA",,"New Orleans"
"VeniceCAPonyWave2.jpg","04/24/2020","04/24/2020","Pony Wave, “stay safe!”","Venice CA",,"California"
"8370617JWA7125.jpg","04/24/2020","04/24/2020",,,,
"8370617JWA6387_0.jpg","04/24/2020","04/24/2020",,,,
"CullmanAL20_cover.jpg","04/24/2020","04/24/2020",,,,
"quarantine love.jpg","04/27/2020","04/27/2020","Ruben Rojas, “You Can't Quarantine Love”",,,
"7721009JWA2425.jpg","04/27/2020","04/27/2020","Jeff Adkins","Daytona Beach FL",,"Daytona Beach"
"8700819JWA2027.jpg","04/27/2020","04/27/2020","Jeff Adkins","Daytona Beach FL",,"Daytona Beach"
"8700819JWA2106.jpg","04/27/2020","04/27/2020","Jeff Adkins","Daytona Beach FL",,"Daytona Beach"
"8700819JWA2791.jpg","04/27/2020","04/27/2020","Jeff Adkins","Daytona Beach FL",,"Daytona Beach"
"8700819JWA2848.jpg","04/27/2020","04/27/2020","Jeff Adkins","Daytona Beach FL",,"Daytona Beach"
"8700819JWA3314.jpg","04/27/2020","04/27/2020","Jeff Adkins","Daytona Beach FL",,"Daytona Beach"
"8700819JWA7085.jpg","04/27/2020","04/27/2020","Jeff Adkins","Daytona Beach FL",,"Daytona Beach"
"8700819JWA7137.jpg","04/27/2020","04/27/2020","Jeff Adkins","Daytona Beach FL",,"Daytona Beach"
"8700819JWA8064.jpg","04/27/2020","04/27/2020","Jeff Adkins","Daytona Beach FL",,"Daytona Beach"
"8700819JWA8118.jpg","04/27/2020","04/27/2020","Jeff Adkins","Daytona Beach FL",,"Daytona Beach"
"8700819JWA8447.jpg","04/27/2020","04/27/2020","Jeff Adkins","Daytona Beach FL",,"Daytona Beach"
"8700819JWA9012.jpg","04/27/2020","04/27/2020","Jeff Adkins","Daytona Beach FL",,"Daytona Beach"
"8700819JWA9080.jpg","04/27/2020","04/27/2020","Jeff Adkins","Daytona Beach FL",,"Daytona Beach"
"8700819JWA9113.jpg","04/27/2020","04/27/2020","Jeff Adkins","Daytona Beach FL",,"Daytona Beach"
"8700819JWA9163.jpg","04/27/2020","04/27/2020","Jeff Adkins","Daytona Beach FL",,"Daytona Beach"
"8700819JWA9567.jpg","04/27/2020","04/27/2020","Jeff Adkins","Daytona Beach FL",,"Daytona Beach"
"8702001SUB005.jpg","04/27/2020","04/27/2020","Courtesy of Advent Health","Daytona Beach FL",,"Daytona Beach"
"8702001SUB066.jpg","04/27/2020","04/27/2020","New Smyrna Beach Area Visitors Bureau","Daytona Beach FL",,"Daytona Beach"
"8702001SUB071.jpg","04/27/2020","04/27/2020","New Smyrna Beach Area Visitors Bureau","Daytona Beach FL",,"Daytona Beach"
"8702001SUB074.jpg","04/27/2020","04/27/2020","New Smyrna Beach Area Visitors Bureau","Daytona Beach FL",,"Daytona Beach"
"8702001SUB146.jpg","04/27/2020","04/27/2020","Courtesy of MOAS","Daytona Beach FL",,"Daytona Beach"
"8702001SUB161.jpg","04/27/2020","04/27/2020","Rusty Clark","Daytona Beach FL",,"Daytona Beach"
"8702001SUB165.jpg","04/27/2020","04/27/2020","Daytona Beach International Airport","Daytona Beach FL",,"Daytona Beach"
"Kayaks-at-Spruce-Creek-Park_2682.jpg","04/27/2020","04/27/2020","Volusia County Parks and Trails","Daytona Beach FL",,"Daytona Beach"
"NewSmyrnaBeachFLFeatured.jpg","04/28/2020","04/28/2020",,,,
"8700819JWA9012_0.jpg","04/28/2020","04/28/2020",,,,
"8700819JWA8064_0.jpg","04/28/2020","04/28/2020",,,,
"DeltonaFLFeatured.jpg","04/28/2020","04/28/2020",,,,
"8702001SUB161_0.jpg","04/28/2020","04/28/2020",,,,
