"name","post_modified","post_date","byline","alt_text","description","place_name"
"3111998sld0011_0.jpg","05/09/2017","08/12/2016","Staff Photo","Pueblo CO",,"Pueblo"
"151PRO0708kmy0024_0_2.jpg","08/20/2014","08/20/2014","Kevin Young",,"Provo City School District has 14 elementary schools, five secondary schools and the Center for High School Studies.","Provo"
"3431011jso9137_8.jpg","08/20/2014","08/20/2014","Jeffrey S. Otto",,"Sidney's Cafe and Bistro on Main Street in Elizabeth City, NC is a gathering place for locals and visitors alike.","Elizabeth City"
"3430709THB1045_3.jpg","08/20/2014","08/20/2014","Todd Bennett",,"The Arts of the Albemarle Center is housed in the restored Lowry-Chesson Building in downtown Elizabeth City, NC. Being a historic restoration, it retains as much of the original building as possible, including some of the old fixtures.","Elizabeth City"
"3431110AB7700_5.jpg","08/20/2014","08/20/2014","Antony Boshier",,"The Port Discover Children's Science Center provides children with fun learning activities in downtown Elizabeth City, NC.","Elizabeth City"
"3431008THB8054_1.jpg","08/20/2014","08/20/2014","Todd Bennett",,"The Mickey L. Burnim Fine Arts Center at Elizabeth City State University in Elizabeth City, NC.","Elizabeth City"
"151MORSUB003_1.jpg","08/20/2014","08/20/2014","Visit Fargo-Moorhead",,"The Red River of the North runs through Moorhead, MN. Trails located along the river connect to local parks and neighborhoods.","Moorhead"
"79001SUB023_2.jpg","08/20/2014","08/20/2014","Ann Arbor Miller",,"Concordia College is a top employer in Moorhead, Minnesota.","Moorhead"
"151MORSUB001_1.jpg","08/20/2014","08/20/2014","Visit Fargo-Moorhead",,"Livingston Lord Library is located on Minnesota State University Moorhead's campus in Moorhead, MN.","Moorhead"
"7900812MJC0021.jpg","08/20/2014","08/20/2014","Michael Conti",,"Trollwood Performing Arts School in Moorhead, Minnesota, is part of the Fargo Public Schools system.","Moorhead"
"7900812MJC0089_1_0.jpg","08/20/2014","08/20/2014","Michael Conti",,"The Fargo-Moorhead Symphony Orchestra plays songs from the 80's at Symphony Rocks at the Bluestem Center for the Arts in Moorhead","Moorhead"
"7900812MJC3425_1.jpg","08/20/2014","08/20/2014","Michael Conti",,"&lt;p&gt;Cyclists compete in a Mountain Bike Race at &lt;a href=”http://livability.com/fargo/nd/activities/activities-fargo-nd-biking-ru…” target=”_blank”&gt;MB Johnson Park in Moorhead test","Moorhead"
"7900812MJC2047.jpg","08/20/2014","08/20/2014","Michael Conti",,"Usher's House & Monk's Pub in Moorhead, Minnesota, overlooks the Red River of the North.","Moorhead"
"151PRO0708kmy0143_0_0.jpg","08/20/2014","08/20/2014","Kevin Young",,"Utah Valley Regional Medical Center offers a variety of specialized services including those for physical therapy, cancer care and cardiac care in Provo, UT.","Provo"
"151PRO0708kmy9976_0.jpg","08/20/2014","08/20/2014","Kevin Young",,"The Huntington, a downtown townhome/condo project located at 170 W. 200 St., has 62 units.","Provo"
"3710509AJB0408_7.jpg","08/20/2014","08/20/2014","Antony Boshier",,"Downtown Bloomington, IL","Bloomington"
"67004ARCHEDED41_5.jpg","08/20/2014","08/20/2014",,,"Moses Cone Health System in Greensboro, NC funds local initiatives that would otherwise be unavailable such as providing services to the uninsured.","Greensboro"
"3710608jk9979_0.jpg","08/20/2014","08/20/2014","Jesse Knish",,"Dining in Albany, NY includes a variety of fresh foods and cozy atmospheres.","Albany"
"7540809JWA0032_6.jpg","08/20/2014","08/20/2014","Jeff Adkins","Top 10 Farmers Markets","Produce vendors sell fresh local fruits and vegetables at the weekly farmers market in downtown Rock Springs, WY.",
"7_INFRASTRUCTURE_1.jpg","08/20/2014","08/20/2014",,,"Transportation and Infrastructure as a Criteria for Livability",
"kathryn_pettit.jpg","08/20/2014","08/20/2014",,,"Kathryn Pettit",
"cleinberger_150_0.jpg","08/20/2014","08/20/2014",,,"Christopher Leinberger",
"Joel_Kotkin_150_1.jpg","08/20/2014","08/20/2014",,,"Joel Kotkin",
"jed_kolko_150_1.jpg","08/20/2014","08/20/2014",,,"Jed Kolko",
"RHARRELL1_150_0.jpg","08/20/2014","08/20/2014",,,"Rodney Harrell",
"randy_cohen_150_0.jpg","08/20/2014","08/20/2014",,,"Randy Cohen, advisory board",
"1510813jso0917_3.jpg","08/20/2014","08/20/2014","Jeffrey S. Otto",,"Pearl Street Mall in Boulder, CO, includes shops, restaurants and more.","Boulder"
"151EUGSUB052_2.jpg","08/20/2014","08/20/2014","Sara DeAnne Rankin",,"The Fifth Street Public Market in Eugene, OR, has shops, restaurants and more.","Eugene"
"151ANNSUB030_3.jpg","08/20/2014","08/20/2014","Photo: VisitAnnArbor.org",,"State Theatre in Ann Arbor, Michigan, is located near the University of Michigan at the intersection of State Street and Liberty Street.","Ann Arbor"
"151SANSUB022_1.jpg","08/20/2014","08/20/2014","Santa Clara CVB",,"The Saint Clare statue is a major landmark in Santa Clara, CA.","Santa Clara"
"151SALSUB091_6.jpg","08/20/2014","08/20/2014","Ron Cooper",,"The Marion Street and Center Street bridges in Salem, OR, cross the Willamette River and connect Salem to West Salem.","Salem"
"151PALSUB083_4.jpg","08/20/2014","08/20/2014","Adam Fagan","City Skyline in Palo Alto, California","Palo Alto, CA is nestled in between the mountains, the San Francisco Bay, and Stanford University.",
"151BERSUB087_1.jpeg","08/20/2014","08/20/2014","Photo: visitberkeley.com",,"Berkeley, CA, includes the University of California campus, unique shops and restaurants, and successful companies.","Berkeley"
"151DURSUB031_4.jpg","08/20/2014","08/20/2014","Durham Convention & Visitors Bureau",,"The Streets at Southpoint is one of the top shopping and entertainment destinations in Durham, NC.","Durham"
"151MIASUB030_4.jpg","08/20/2014","08/20/2014","Greater Miami Convention & Visitors Bureau",,"Miami Beach, FL, residents enjoy beach-front views in the downtown area.&nbsp;Provided by",
"151OVESUB006_3.jpg","08/20/2014","08/20/2014","Visit Overland Park",,"The Indian Hill Hike and Bike Trail is almost 17 miles long, and is only one of the ways residents stay active.","Overland Park"
