"name","post_modified","post_date","byline","alt_text","description","place_name"
"151BROSUB001_0.JPG","05/29/2020","05/29/2020",,,,
"spearfish creek_0.jpg","05/29/2020","05/29/2020",,,,
"NY3IR_0.jpg","05/29/2020","05/29/2020",,,,
"SiouxFallsSD-Waterfront_0.jpg","05/29/2020","05/29/2020",,,,
"DentonTXCourthouse_0.jpg","05/29/2020","05/29/2020",,,,
"SanAntonioTX-Riverwalk-Daytime_0.jpg","05/29/2020","05/29/2020",,,,
"McKinneyTX-DowntownDaytime_0.jpg","05/29/2020","05/29/2020",,,,
"DallasTexasDowntown_0.jpg","05/29/2020","05/29/2020",,,,
"McAllenTXHeader2_0.jpg","05/29/2020","05/29/2020",,,,
"CollegeStationTX-KyleField_0.jpg","05/29/2020","05/29/2020",,,,
"AustinTXDowntown_0.jpg","05/29/2020","05/29/2020",,,,
"HoustonTXSkyline_0.jpg","05/29/2020","05/29/2020",,,,
"16784997119_f52321a28b_z_0.jpg","05/29/2020","05/29/2020",,,,
"10492321823_a4775ab790_z_0.jpg","05/29/2020","05/29/2020",,,,
"ParkCityUTDeerValleyBikes_0.jpg","05/29/2020","05/29/2020",,,,
"OgdenUT-25thStreet_0.jpg","05/29/2020","05/29/2020",,,,
"SaltLakeCityUT-DowntownFlowers_0.jpg","05/29/2020","05/29/2020",,,,
"ProvoUT-SnowCoveredMountains_0.jpg","05/29/2020","05/29/2020",,,,
"Rutland-Vermont_0.jpg","05/29/2020","05/29/2020",,,,
"Essex_Junction_VT_0_0.jpg","05/29/2020","05/29/2020",,,,
"MiddleburyVT-MiddleburyFalls_0.jpg","05/29/2020","05/29/2020",,,,
"BrattleboroVTFall2_0.jpg","05/29/2020","05/29/2020",,,,
"StoweVT-WinterRoad_0.jpg","05/29/2020","05/29/2020",,,,
"Motepelier-VT_0.jpg","05/29/2020","05/29/2020",,,,
"BurlingtonVT-ChurchStreetAtNight_0.jpg","05/29/2020","05/29/2020",,,,
"Virginia Beach Pier.jpg","05/29/2020","05/29/2020",,,,
"AlexandriaVA-Bicycling_0.jpg","05/29/2020","05/29/2020",,,,
"CharlottesvilleVA-ParamountTheatreAtChristmas_0.jpg","05/29/2020","05/29/2020",,,,
"Roanoke-VA_0.jpg","05/29/2020","05/29/2020",,,,
"NorfolkVA-Battleship_0.jpg","05/29/2020","05/29/2020",,,,
"Arlington-Financial-District_0.jpg","05/29/2020","05/29/2020",,,,
"RichmondVA-Downtown_0.jpg","05/29/2020","05/29/2020",,,,
"WashingtonCoVAHeader3_0.jpg","05/29/2020","05/29/2020",,,,
"FairfaxVA.jpg","05/29/2020","05/29/2020","iStock/photohoo","Fairfax VA",,"Fairfax"
"FredericksburgVA.jpg","05/29/2020","05/29/2020","iStock/Harlow Chandler","Fredericksburg VA",,"Fredericksburg"
