"name","post_modified","post_date","byline","alt_text","description","place_name",
"3200418NBFRE0152.jpg","07/16/2018","07/16/2018","Nick Bumgardner","Maury County, TN","Columbia&nbsp;Arts Building houses the Muletown Collective in Columbia, TN.","Columbia",
"3200418NBFRE0156.jpg","07/16/2018","07/16/2018","Nick Bumgardner","Maury County, TN","The Columbia Arts Building houses the Muletown Collective in Columbia, TN.","Columbia",
"3200418NBFRE0225.jpg","07/16/2018","07/16/2018","Nick Bumgardner","Maury County, TN","Columbia Farmers Fresh Market and Kindred Farm in Columbia, TN.","Columbia",
"3200418NBFRE0271.jpg","07/16/2018","07/16/2018","Nick Bumgardner","Maury County, TN","Mt. Pleasant, TN in Maury County.","Columbia",
"Rochester18v1W.jpg","07/17/2018","07/17/2018",,"Rowlett, TX Magazine",,"Rowlett",
"ElizabethCity18v17W.jpg","07/17/2018","07/17/2018",,"Elizabeth City, NC Digital Magazine",,"Elizabeth City",
"Colorado-GreatDunes.jpg","07/17/2018","07/17/2018","iStockPhoto/SeanXu","Colorado",,"Colorado",
"DenverCO-UnionStation.jpg","07/17/2018","07/17/2018","iStockPhoto/jjwithers","Denver CO",,"Denver",
"DenverCO-HighTeaAtBrownPalace.jpg","07/17/2018","07/17/2018","Facebook/TheBrownPalace","Denver CO",,"Denver",
"CO-DinosaurNationalMonument.jpg","07/17/2018","07/17/2018","iStockPhoto/milehightraveler","Colorado",,"Colorado",
"FortCollinsCO-BigAlsBurgersAndDogs.jpg","07/17/2018","07/17/2018","Facebook/BigAl'sBurgersAndDogs","Fort Collins CO",,"Fort Collins",
"FortCollinsCO-WesternReservoir.jpg","07/17/2018","07/17/2018","iStockPhoto/Jonzimm221991","Fort Collins CO",,"Fort Collins",
"FortCollinsCO-COStateUniv.jpg","07/17/2018","07/17/2018","iStockPhoto/RiverNorthPhotography","Fort Collins CO",,"Fort Collins",
"FortCollinsCO-MuseumOfDiscovery.jpg","07/17/2018","07/17/2018","Facebook/FortCollinsMuseumOfDiscovery","Fort Collins CO",,"Fort Collins",
"PasadenaCA-RoseParade.jpg","07/17/2018","07/17/2018","iStockPhoto/Jorge Villalba","Pasadena CA",,"Pasadena",
"PasadenaCA-NortonSimonMuseum.jpg","07/17/2018","07/17/2018","Facebook/NortonSimonMuseum","Pasadena CA",,"Pasadena",
"PasadenaCA-OldPasadena.jpg","07/17/2018","07/17/2018","Facebook/OldPasadena","Pasadena CA",,"Pasadena",
"84501SUB010.jpg","07/17/2018","07/17/2018","Courtesy of Caterpillar Inc.","Little Rock, AR","North American Caterpillar working at night in Little Rock, AR.","Little Rock",
"84501SUB054.jpg","07/17/2018","07/17/2018","Courtesy of Hendrix College","Little Rock, AR","Hendrix College in Central Arkansas.","Little Rock",
"84501SUB055.jpg","07/17/2018","07/17/2018","Courtesy of Hendrix College","Little Rock, AR","Students learning at Hendrix College in Central Arkansas.","Little Rock",
"84501SUB086.jpg","07/17/2018","07/17/2018","Courtesy of Hendrix College/Bob Handelman","Little Rock, AR","A student studying STEM at Hendrix College in Central Arkansas.","Little Rock",
"84501SUB130.jpg","07/17/2018","07/17/2018","Courtesy of Dassault Falcon Jet","Little Rock, AR","Dassault Falcon Jet is the region’s top manufacturing employer and the French company’s largest facility in the world.","Little Rock",
"84501SUB142.jpg","07/17/2018","07/17/2018","Courtesy of Union Pacific Railroad","Little Rock, AR","Union Pacific Railroad runs through Central Arkansas.","Little Rock",
"84501SUB150.jpg","07/17/2018","07/17/2018","Courtesy of Arkansas Department of Parks and Tourism","Little Rock, AR","Downtown Conway mural in Central Arkansas.","Little Rock",
"69309SUB001.jpg","07/17/2018","07/17/2018","Courtesy of LLC","Castle Rock, CO","Riverwalk on North Wilcox Street in Castle Rock, CO.","Castle Rock",
"69309SUB008.jpg","07/17/2018","07/17/2018","Courtesy of Castle Rock Adventist Hospital","Castle Rock, CO","Castle Rock Adventist Hospital at sunset.","Castle Rock",
"69309SUB023.jpg","07/17/2018","07/17/2018","Courtesy of DLR Group","Castle Rock, CO","Arapahoe Community College campus in Castle Rock, CO.","Castle Rock",
"69309SUB028.jpg","07/17/2018","07/17/2018","Courtesy of Douglas County Schools","Castle Rock, CO","Fire Science Helicopter Class at Rock Canyon High School.","Castle Rock",
"6930117VSGFRE033.jpg","07/17/2018","07/17/2018","Staff Photo","Castle Rock, CO","The Miller Activity Complex (MAC) is part of the 210-acre Phillip S. Miller Park. The MAC Amenities has a party rooms adjacent to the pool, four 25 yard lap lanes, batting cages, children's play structure with 23-foot-tall slide, beam interactive floor games, 18-hole golf simulator, a indoor full-sized and half-sized synthetic field, a Indoor leisure pool with slide, zero-entry section, water table and vortex whirlpool, l and a play area with a variety of 16 trampolines","Castle Rock",
"6930418JWA3526.jpg","07/17/2018","07/17/2018","Jeff Adkins","Castle Rock, CO","Jeff Cox is the Founder and CEO of Digital Globe Services at The Move in Castle Rock, Colorado.","Castle Rock",
"6930418JWA6496.jpg","07/17/2018","07/17/2018","Jeff Adkins","Castle Rock, CO","Food is delivered to tables at Crush Wine Bar at The Meadows in Castle Rock, Colorado.","Castle Rock",
"BendOR-WaterSports.jpg","07/19/2018","07/19/2018","iStockPhoto/GaryAlvis","Bend OR",,"Bend",
"BendOR-Brewery.jpg","07/19/2018","07/19/2018","iStockPhoto/fdastudillo","Bend OR",,"Bend",
"BendOR-OSUCascadesCampus.jpg","07/19/2018","07/19/2018","Facebook/OSU-Cascades","Bend OR",,"Bend",
"BendOR-MountainsOverLakeTodd.jpg","07/19/2018","07/19/2018","iStockPhoto/Morgan Somers","Bend OR",,"Bend",
"ProvoUT-SnowCoveredMountains.jpg","07/19/2018","07/19/2018","iStockPhoto/craigpickup","Provo UT",,"Provo",
"Rochester18v1W.jpg","07/19/2018","07/19/2018",,,,,
"Rowlett Chamber Logo Clear Background.jpg","07/19/2018","07/19/2018",,,,,
"CharlotteNC-Feat1CharlotteWelcomesWorld.jpg","07/19/2018","07/19/2018","Photo by Jeff Adkins","Charlotte NC",,"Charlotte",
"CharlotteNC-EntrepreneurialHub.jpg","07/19/2018","07/19/2018","Photo by Jeff Adkins","Charlotte NC",,"Charlotte",
"CharlotteNC-manufacturing.jpg","07/19/2018","07/19/2018","Photo by Jeff Adkins","Charlotte NC",,"Charlotte",
"Cheerwine-ByCheerwine.jpg","07/19/2018","07/19/2018","Courtesy of: Cheerwine/Carolina Beverage Co.","Courtesy of: Cheerwine/Carolina Beverage Co.",,,
"MD-ChesapeakeMaritimeMuseum.jpg","07/20/2018","07/20/2018","iStockPhoto/ymn","Maryland",,"Maryland",
"AssateagueIslandMD-WildPonies.jpg","07/20/2018","07/20/2018","iStockPhoto/Joesboy","Assateague Island",,,
"CalvertCliffsMD.jpg","07/20/2018","07/20/2018","iStockPhoto/ymn","Calvert Cliffs MD",,"Maryland",
"ElkNeckMD.jpg","07/20/2018","07/20/2018","iStockPhoto/DelmasLehman","Elk Neck MD",,"Maryland",
"Co-WorkingSpace.jpg","07/23/2018","07/23/2018","iStockPhoto/Vasyl Dolmatov","Stock",,,
"TheWing.jpg","07/23/2018","07/23/2018","The Wing","The Wing Coworking",,,
"WeWork-CulverCity.jpg","07/23/2018","07/23/2018","Photo Courtesy of WeWork",,,,
"Oregon-Surfing.jpg","07/23/2018","07/23/2018","iStockPhoto/worldphotosbypaola","Oregon",,"Oregon",
"OregonDog.jpg","07/23/2018","07/23/2018","iStockPhoto/thinair28","Oregon",,,
"HuntingtonBeach-CA.jpg","07/23/2018","07/23/2018","iStockPhoto/Jeremy Westerbeck","Huntington Beach CA",,"Huntington Beach",
"sarah headshot small square.jpg","07/23/2018","07/23/2018",,,,,
"SarasotaFL.jpg","07/23/2018","07/23/2018","iStockPhoto/Sean Pavone","Sarasota FL",,"Sarasota",
"SaltLakeCityUT-MainStreet.jpg","07/23/2018","07/23/2018","iStockPhoto/Ershov_Maks","Salt Lake City UT",,"Salt Lake City",
"SaltLakeCityUT-DowntownFlowers.jpg","07/23/2018","07/23/2018","iStockPhoto/SerrNovik","Salt Lake City UT",,"Salt Lake City",
"8264SUB002.jpg","07/23/2018","07/23/2018","Courtesy of PoconoMountains.com","Stroudsburg, PA","Lehigh Gorge State Park in the Pocono Mountains.","Stroudsburg borough",
"8264SUB020.jpg","07/23/2018","07/23/2018","Courtesy of Calkins Creamery","Stroudsburg, PA","Calkins Creamery Farm in the Pocono Mountains.","Stroudsburg borough",
"8264SUB025.jpg","07/23/2018","07/23/2018","Courtesy of East Stroudsburg University","Stroudsburg, PA","G3Design Lab students in East Stroudsburg University.","Stroudsburg borough",
"8264SUB053.jpg","07/23/2018","07/23/2018","Courtesy of New Wave Custom Woodworking","Stroudsburg, PA","New Wave Custom Woodworking in Stroudsburg, PA.","Stroudsburg borough",
"8260316MDT1858.jpg","07/23/2018","07/23/2018","Michael D. Tedesco","Stroudsburg, PA","Carbon County Technical Institute is a comprehensive career and technical school offering both academic studies and career and technical studies in a full and half day format.&nbsp;","Stroudsburg borough",
"8260318MSFREE067.jpg","07/23/2018","07/23/2018","Staff Photo","Stroudsburg, PA","The Stourbridge Project in Wayne County is a coworking space and business incubator that helps to support rural entrepreneurs by creating a space for people to meet, work, and share ideas.&nbsp;","Stroudsburg borough",
"8260515MDT0283.jpg","07/23/2018","07/23/2018","Michael D. Tedesco","Stroudsburg, PA","Downtown Jim Thorpe, PA.","Stroudsburg borough",
"PalmerAK-BleedingHeartBrewery.jpg","07/24/2018","07/24/2018","Facebook/BleedingHeartBrewery","Palmer AK",,"Palmer",
"AnchorageAK-MiddlewayCafeSpringRolls.jpg","07/24/2018","07/24/2018","Facebook/MiddleWayCafe","Anchorage AK",,"Anchorage",
"AnchorageAK-MiddlewayCafeSalmonBurger.jpg","07/24/2018","07/24/2018","Facebook/MiddleWayCafe","Anchorage AK",,"Anchorage",
"AnchorageAK-WildScoopsGingerGoldenMilk.jpg","07/24/2018","07/24/2018","Facebook/AKWildScoops","Anchorage AK",,"Anchorage",
"AnchorageAK-WildScoopsIceCream.jpg","07/24/2018","07/24/2018","Facebook/AKWildScoops","Anchorage AK",,"Anchorage",
"AnchorageAK-WildScoopsSampler.jpg","07/24/2018","07/24/2018","Facebook/AKWildScoops","Anchorage AK",,"Anchorage",
"DenaliNationalParkAK-229ParksRestaurantPasta.jpg","07/24/2018","07/24/2018","Facebook/229ParksRestaurantAndTavern","Denali National Park Area",,,
"AvondaleAL-SawsSoulKitchen.jpg","07/24/2018","07/24/2018","Facebook/SawsKitchen","Birmingham AL",,"Birmingham",
"BirminghamAL-AvondaleBrewing.jpg","07/24/2018","07/24/2018","Facebook/AvondaleBrewingCompany","Birmingham AL",,"Birmingham",
"AmericusGA.jpg","07/24/2018","07/24/2018","iStockPhoto/LawrenceSawyer","Americus GA",,"Americus",
"OneontaNY.jpg","07/24/2018","07/24/2018","iStockPhoto/cbell7153","Oneonta NY",,"Oneonta",
"Alaska Foodie Destination.jpg","07/24/2018","07/24/2018","Wild Scoops","Alaska food scene",,,
"ChamberAmes_Logo_4c_cmyk.jpg","07/25/2018","07/25/2018",,,,,
"CR_Chamber_Logo_Final_Horizontal-Tagline-Color - Copy.png","07/25/2018","07/25/2018",,,,,
"Horizontal-Tagline-Color.jpg","07/25/2018","07/25/2018",,,,,
"CentralArkansas18v1W.jpg","07/25/2018","07/25/2018",,,,,
"CAPDD Logo.jpg","07/25/2018","07/25/2018",,,,,
"BirminghamAL-AvondaleParkSign.jpg","07/26/2018","07/26/2018","Bob Farley/Birmingham Image","Birmingham AL",,"Birmingham",
"BirminghamAL-BrewingCoOnTap.jpg","07/26/2018","07/26/2018","Bob Farley/Birmingham Image","Birmingham AL",,"Birmingham",
"BirminghamAL-Skyline.jpg","07/26/2018","07/26/2018","Bob Farley/Birmingham Image","Birmingham AL",,"Birmingham",
"ChattanoogaTN-CoLabEntrance.jpg","07/26/2018","07/26/2018","Facebook/TheCompanyLab","Chattanooga TN",,"Chattanooga",
"ChattanoogaTN-CoLab.jpg","07/26/2018","07/26/2018","Facebook/TheCompanyLab","Chattanooga TN",,"Chattanooga",
"ChattanoogaTN-OvercastDowntown.jpg","07/26/2018","07/26/2018","iStockPhoto/SeanPavonePhoto","Chattanooga TN",,"Chattanooga",
"BirminghamAL-AvondaleSignSideView.jpg","07/26/2018","07/26/2018","Bob Farley/Birmingham Image","Birmingham AL",,"Birmingham",
"BirminghamAL-AvondaleWater.jpg","07/26/2018","07/26/2018","Bob Farley/Birmingham Image","Birmingham AL",,"Birmingham",
"Radbil Headshot (1).png","07/27/2018","07/27/2018",,,,,
"Alaska-AlaskaRailroad.jpg","07/27/2018","07/27/2018","Facebook/AlaskaRailroad","Alaska",,"Alaska",
"Alaska-AlaskaRailroadMountains.jpg","07/27/2018","07/27/2018","Facebook/AlaskaRailroad","Alaska",,"Alaska",
"AnchorageAK-KenaiFjordsNationalPark.jpg","07/27/2018","07/27/2018","iStockPhoto/brytta","Anchorage AK",,"Anchorage",
"AnchorageAK-TurnagainArm.jpg","07/27/2018","07/27/2018","iStockPhoto/Joesboy","Alaska",,"Alaska",
"AnchorageAK-ExitGlacier.jpg","07/27/2018","07/27/2018","iStockPhoto/Jaime Espinosa de los Monteros","Anchorage AK",,"Anchorage",
"WhittierAK-PortageGlacier.jpg","07/27/2018","07/27/2018","iStockPhoto/litota","Whittier AK",,"Whittier",
"NewYorkNY-BrooklynBridgeDusk.jpg","07/30/2018","07/30/2018","iStockPhoto/Sean Pavone","New York NY",,"New York",
"NewYorkNY-NYPublicLibrary.jpg","07/30/2018","07/30/2018","iStockPhoto/John-Kelly","New York NY",,"New York",
"NewYorkNY-NYArtExpo.jpg","07/30/2018","07/30/2018","iStockPhoto/1001slide","New York NY",,"New York",
"NewYorkNY-Pedestrians.jpg","07/30/2018","07/30/2018","iStockPhoto/deberarr","New York NY",,"New York",
"NewYorkNY-SubwayStation.jpg","07/30/2018","07/30/2018","iStockPhoto/NicolasMcComber","New York NY",,"New York",
"NewYorkNY-TheHighline.jpg","07/30/2018","07/30/2018","iStockPhoto/espiegle","New York NY",,"New York",
"8551SUB022.jpg","07/30/2018","07/30/2018","Courtesy of Steve Hinds","Rowlett, TX","Exterior of Baylor Scott &amp; White Medical Center in&nbsp;Rowlett TX.","Rowlett",
"8551SUB029.jpg","07/30/2018","07/30/2018","Courtesy of Datatronic Control, Inc.","Rowlett, TX","Signage for Ultimate Smoker and Grill produced by Datatronic Control, Inc. in&nbsp;Rowlett, TX.","Rowlett",
"8551SUB050.jpg","07/30/2018","07/30/2018","Courtesy of Garland ISD's Gilbreath-Reed Career and Technical Center","Rowlett, TX","Students in culinary classes at&nbsp;Garland ISD's Gilbreath-Reed Career and Technical Center in Rowlett, TX.","Rowlett",
"8551SUB122.jpg","07/30/2018","07/30/2018","Courtesy of Kayak Instruction Inc.","Rowlett, TX","Canoers on the lake in Rowlett, TN with Kayak Instruction Inc.","Rowlett",
"8551SUB143.jpg","07/30/2018","07/30/2018","Courtesy of City of Rowlett","Rowlett, TX","Bayside Regatta in&nbsp;Rowlett, TX.","Rowlett",
"8551SUB263.jpg","07/30/2018","07/30/2018","Courtesy of Dallas Area Rapid Transit","Rowlett, TX","DART in&nbsp;Rowlett, TX.","Rowlett",
"8390618LHFRE634.jpg","07/30/2018","07/30/2018","Lynne Harty","Kingsport, TN","Outdoor concert in Kingsport, TN.","Kingsport",
"8390618LHFRE505.jpg","07/30/2018","07/30/2018","Lynne Harty","Kingsport, TN","Sleepy Owl Brewery in Kingsport, TN.","Kingsport",
"8390618LHFRE121.jpg","07/30/2018","07/30/2018","Lynne Harty","Kingsport, TN","Inventor Center in Kingsport, TN.","Kingsport",
"8390618LHFRE055.jpg","07/30/2018","07/30/2018","Lynne Harty","Kingsport, TN","Kingsport Streamworks","Kingsport",
"8390618JWA8158.jpg","07/30/2018","07/30/2018","Jeff Adkins","Kingsport, TN","Isaac Hale fishes from a kayak at dusk on the Patrick Henry Reservoir on the Holston River at Warriors Path State Park in Kingsport, TN.","Kingsport",
"8392SUB032.jpg","07/30/2018","07/30/2018","Courtesy of Ballad Health","Kingsport, TN","Niswonger Children’s Hospital in Kingsport, TN.","Kingsport",
"8392SUB026.jpg","07/30/2018","07/30/2018","Courtesy of Ballad Health","Kingsport, TN","Niswonger Children’s Hospital in Kingsport, TN.","Kingsport",
"FortCollinsCO-BohemianNights.jpg","07/31/2018","07/31/2018",,,,,
"FortCollinsCO-BlastingRoomHall.jpg","07/31/2018","07/31/2018","Facebook/TheBlastingRoom","Fort Collins CO",,"Fort Collins",
"FortCollinsCO-TheGoldLeafCollectiveBurger.jpg","07/31/2018","07/31/2018",,,,,
"FortCollinsCO-SweetGardenBerriesAndFlowers.jpg","07/31/2018","07/31/2018","Facebook/GardenSweet","Fort Collins CO",,"Fort Collins",
"FortCollinsCO-CachelaPoudreRiver.jpg","07/31/2018","07/31/2018","iStockPhoto/RiverNorthPhotography","Fort Collins CO",,"Fort Collins",
"FortCollinsCO-MuseumOfDiscoveryOutdoorArt.jpg","07/31/2018","07/31/2018","iStockPhoto/RiverNorthPhotography","Fort Collins CO",,"Fort Collins",
"ElizabethCityNC-DrPharrOR.jpg","08/01/2018","08/01/2018","Photo Courtesy of Sentara Albemarle Medical Center","Elizabeth City NC",,,
"ElizabethCityNC-SAMCExterior.jpg","08/01/2018","08/01/2018","Photo Courtesy of Sentara Albemarle Medical Center","Elizabeth City NC",,"Elizabeth City",
"Remington Flats.jpg","08/01/2018","08/01/2018","Remington Flats","Remington Flats",,,
"Fort-Collins-Feast-for-the-Senses.jpg","08/01/2018","08/01/2018","Ace Gillett's Lounge","Ace Gillett's",,,
"FortCollinsCO-PugAtElizabethHotel.jpg","08/01/2018","08/01/2018","Facebook/TheElizabethHotel","Fort Collins CO",,"Fort Collins",
"FranklinTN-FranklinTheatreDaytime.jpg","08/01/2018","08/01/2018","iStockPhoto/csfotoimages","Franklin TN",,"Franklin",
"CharlotteNC-CharlotteRoyalsRugbyClub.jpg","08/01/2018","08/01/2018","Facebook/CharlotteRoyalsRugbyFootballTeam","Charlotte NC",,"Charlotte",
"CharlotteNC-ComicGirlCoffeeDog.jpg","08/01/2018","08/01/2018","Facebook/ComicGirlCoffee","Charlotte NC",,"Charlotte",
"CharlotteNC-ParkwPinkLights.jpg","08/01/2018","08/01/2018","iStockPhoto/SeanPavonePhoto","Charlotte NC",,"Charlotte",
"MillinocketME-KatahdinMtn.jpg","08/03/2018","08/03/2018","iStockPhoto/EJJohnsonPhotography","Millinocket ME",,"Millinocket",
"AspenCO-SnowmassHikeSign.jpg","08/03/2018","08/03/2018","iStockPhoto/welcomia","Aspen CO",,"Aspen",
"AspenCO-MaroonLake.jpg","08/03/2018","08/03/2018","iStockPhoto/HaizhanZheng","Aspen CO",,"Aspen",
"MadisonWI-IceAgeScenicTrail.jpg","08/03/2018","08/03/2018","iStockPhoto/UWMadison","Madison WI",,"Madison",
"Oregon-Hike.jpg","08/03/2018","08/03/2018","iStockPhoto/ntmw","Oregon",,"Oregon",
"CincinnatiOH-KrogerHeadquarters.jpg","08/03/2018","08/03/2018","Courtesy of  Travis Estell  under a  CC 2.0  license.","Cincinnati, OH",,"Cincinnati",
"Sawyer Home.jpg","08/03/2018","08/03/2018","iStockPhoto.com","Sawyer Home",,,
