"name","post_modified","post_date","byline","alt_text","description","place_name",
"iStock-1036131880.jpg","01/23/2020","01/23/2020","Getty Images/iStock Photo/Gorodenkoff","Iowa City, IA Tech Companies",,"Iowa City",
"iStock-949947192.jpg","01/23/2020","01/23/2020","iStock.com/Gorodenkoff","Iowa City, IA Medical Technology",,"Iowa City",
"8670819NL0013 copy.jpg","01/23/2020","01/23/2020","Nathan Lambrecht","Cedar Rapids, IA: GreatAmerica Financial Services",,"Cedar Rapids",
"8670819NL1239.jpg","01/23/2020","01/23/2020","Nathan Lambrecht","Cedar Rapids, IA Health Care",,"Cedar Rapids",
"8672001SUB072.jpg","01/23/2020","01/23/2020","Courtesy of Mercy Medical Center","Cedar Rapids, IA Medical Providers",,"Cedar Rapids",
"8672001SUB074.jpg","01/23/2020","01/23/2020","Courtesy of Mercy Medical Center","Cedar Rapids, IA: Mercy Medical Center",,"Cedar Rapids",
"8672001SUB074 copy.jpg","01/23/2020","01/23/2020","Courtesy of Mercy Medical Center","Cedar Rapids, IA: Mercy Medical Center",,"Cedar Rapids",
"8672001SUB040.jpg","01/23/2020","01/23/2020","Courtesy of Collins Aerospace","Cedar Rapids, IA: Collins Aerospace",,"Cedar Rapids",
"8672001SUB137 copy.jpg","01/23/2020","01/23/2020","Courtesy of Cedar Rapids City Hall","Cedar Rapids, IA: City Hall",,"Cedar Rapids",
"8670819NL0667.jpg","01/23/2020","01/23/2020","Nathan Lambrecht","Cedar Rapids, IA: Coe College",,"Cedar Rapids",
"NorfolkVA-BattleshipWisconsin1.jpg","01/23/2020","01/23/2020","Cara Sanders","Norfolk VA",,"Norfolk",
"NorfolkVA-Chryseler1.jpg","01/23/2020","01/23/2020","Cara Sanders","Norfolk VA",,"Norfolk",
"NorfolkVA-Shecrab2.jpg","01/23/2020","01/23/2020","Cara Sanders","Norfolk VA",,"Norfolk",
"NorfolkVA-Battleship.jpg","01/23/2020","01/23/2020","iStock/LorraineHudgins","Norfolk VA",,"Norfolk",
"31616SUB050.jpg","01/26/2020","01/26/2020","Courtesy of Ballet Arts Inc","Jackson TN",,"Jackson",
"2010518JSO5504.jpg","01/26/2020","01/26/2020","Jeffrey S. Otto","Jackson TN",,"Jackson",
"2010619JWA0850.jpg","01/26/2020","01/26/2020","Jeff Adkins","Jackson TN",,"Jackson",
"3160817SJFRE0146.jpg","01/26/2020","01/26/2020","©2017 Steve Jones","Jackson TN",,"Jackson",
"3160817SJFRE0167.jpg","01/26/2020","01/26/2020","©2017 Steve Jones","Jackson TN",,"Jackson",
"3160817SJFRE0075.jpg","01/26/2020","01/26/2020","©2017 Steve Jones","Jackson TN",,"Jackson",
"3160919NL1282.jpg","01/26/2020","01/26/2020","Nathan Lambrecht","Jackson TN",,"Jackson",
"bakerbrosbbq.jpg","01/26/2020","01/26/2020","Baker Bros BBQ","Jackson TN",,"Jackson",
"3161903SUB029.jpg","01/26/2020","01/26/2020","Courtesy of West Alley BBQ","Jackson TN",,"Jackson",
"67664031_2747161725312630_1297413606127697920_o.jpg","01/26/2020","01/26/2020","Picasso Bistro Pizzeria","Jackson TN",,"Jackson",
"PlanA_TJ_5_1_19_738.jpg","01/26/2020","01/26/2020","Tennessee Department of Tourism Development","Jackson TN",,"Jackson",
"3160919NL1299.jpg","01/26/2020","01/26/2020","Nathan Lambrecht","Jackson TN",,"Jackson",
"3160919NL0013.jpg","01/26/2020","01/26/2020","Nathan Lambrecht","Jackson TN",,"Jackson",
"3160919NL0033.jpg","01/26/2020","01/26/2020","Nathan Lambrecht","Jackson TN",,"Jackson",
"3160919NL0247.jpg","01/26/2020","01/26/2020","Nathan Lambrecht","Jackson TN",,"Jackson",
"3160919NL0257.jpg","01/26/2020","01/26/2020","Nathan Lambrecht","Jackson TN",,"Jackson",
"3160919NL0362.jpg","01/26/2020","01/26/2020","Nathan Lambrecht","Jackson TN",,"Jackson",
"3160919NL0527.jpg","01/26/2020","01/26/2020","Nathan Lambrecht","Jackson TN",,"Jackson",
"3160919NL0553.jpg","01/26/2020","01/26/2020","Nathan Lambrecht","Jackson TN",,"Jackson",
"3160919NL0608.jpg","01/26/2020","01/26/2020","Nathan Lambrecht","Jackson TN",,"Jackson",
"3160919NL0938.jpg","01/26/2020","01/26/2020","Nathan Lambrecht","Jackson TN",,"Jackson",
"3160919NL1205.jpg","01/26/2020","01/26/2020","Nathan Lambrecht","Jackson TN",,"Jackson",
"3160919NL1447.jpg","01/26/2020","01/26/2020","Nathan Lambrecht","Jackson TN",,"Jackson",
"3160919NL1620.jpg","01/26/2020","01/26/2020","Nathan Lambrecht","Jackson TN",,"Jackson",
"3160919NL1723.jpg","01/26/2020","01/26/2020","Nathan Lambrecht","Jackson TN",,"Jackson",
"3160919NL1773.jpg","01/26/2020","01/26/2020","Nathan Lambrecht","Jackson TN",,"Jackson",
"3160919NL1795.jpg","01/26/2020","01/26/2020","Nathan Lambrecht","Jackson TN",,"Jackson",
"3160919NL2484-Recovered.jpg","01/26/2020","01/26/2020","Nathan Lambrecht","Jackson TN",,"Jackson",
"3160618SJFRE091.jpg","01/26/2020","01/26/2020","Steve Jones","Jackson TN",,"Jackson",
"3160618SJFRE094.jpg","01/26/2020","01/26/2020","Steve Jones","Jackson TN",,"Jackson",
"3160817SJFRE0096.jpg","01/26/2020","01/26/2020","Steve Jones","Jackson TN",,"Jackson",
"3161802SUB029.jpg","01/27/2020","01/27/2020","Courtesy of Bramblett Group","Jackson TN",,"Jackson",
"3161802SUB030.jpg","01/27/2020","01/27/2020","Courtesy of Bramblett Group","Jackson TN",,"Jackson",
"3161802SUB066.jpg","01/27/2020","01/27/2020","Rudney Novaes/Master Medical","Jackson TN",,"Jackson",
"3161903SUB008.jpg","01/27/2020","01/27/2020","Andrew Houston","Jackson TN",,"Jackson",
"3161903SUB054.jpg","01/27/2020","01/27/2020","Ken West","Jackson TN",,"Jackson",
"3161903SUB058.jpg","01/27/2020","01/27/2020","Rachel Paul and Will Sullivan","Jackson TN",,"Jackson",
"3161903SUB061.jpg","01/27/2020","01/27/2020","David Bard Adkins","Jackson TN",,"Jackson",
"3161903SUB062.jpg","01/27/2020","01/27/2020","David Bard Adkins","Jackson TN",,"Jackson",
"3161903SUB067.jpg","01/27/2020","01/27/2020","David Bard Adkins","Jackson TN",,"Jackson",
"3161903SUB077.jpg","01/27/2020","01/27/2020","David Bard Adkins","Jackson TN",,"Jackson",
"3161903SUB079.jpg","01/27/2020","01/27/2020","David Bard Adkins","Jackson TN",,"Jackson",
"3161903SUB165.jpg","01/27/2020","01/27/2020","Courtesy of Regional Inter-Faith Association (RIFA)","Jackson TN",,"Jackson",
"3161903SUB166.jpg","01/27/2020","01/27/2020","Courtesy of Regional Inter-Faith Association (RIFA)","Jackson TN",,"Jackson",
"3161903SUB175.jpg","01/27/2020","01/27/2020","Courtesy of Regional Inter-Faith Association (RIFA)","Jackson TN",,"Jackson",
"3161903SUB182.jpg","01/27/2020","01/27/2020","Courtesy of STAR Center, Inc.","Jackson TN",,"Jackson",
